Dataset 0,,Dataset 1,,Dataset 2,,Dataset 3,,Dataset 4,,Dataset 5,,Dataset 6,,Dataset 7,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
,,,,6.364816557039829,57.967405908260126,10.165671274836571,63.58029511007656,,,5.8405854351454245,64.91835438331398,,,,
,,,,6.580101530813186,63.11643059564902,10.320700961369965,63.76590894613496,,,6.023212061285427,65.79195604170943,,,,
,,,,7.252854913441059,63.65611826686401,10.57785389264791,63.40779362597799,,,6.206016246475462,65.32805380139527,,,,
,,,,7.526896387854961,64.20168375490772,10.807843399226666,65.05523255841533,,,6.388836758934467,64.74116269683192,,,,
,,,,7.875831045027974,63.73148902224046,11.273194375433233,63.639127702593534,,,6.57164269347475,64.26408307820533,,,,
,,,,8.315932886213718,64.79884545380092,11.588833819437681,63.690844327051664,,,6.787657345532512,63.916640252344735,,,,
,,,,8.44881183990985,64.98532269139216,11.921101226280935,63.629576250246885,,,7.036808510676321,64.24273050909486,,,,
,,,,8.664806447329369,64.78887065869458,12.279739893720025,65.14627341018442,,,7.1946162593479706,64.35878065510664,,,,
,,,,8.814321274814862,64.80277216198787,12.416038302343258,64.60311415340496,,,7.372689867798732,64.76765492764784,,,,
,,,,9.069083816166899,64.57353730566828,,,,,7.575707665507183,64.9901411794604,,,,
,,,,9.146596164989726,64.68513418906889,,,,,7.739215610406292,64.87499117133662,,,,
,,,,9.462377792294777,63.66582278735725,,,,,7.938045593205787,64.36473194464571,,,,
,,,,9.638475551755949,63.66322675159123,,,,,8.120816613630732,64.15065083483763,,,,
,,,,9.753105225367465,63.661536879252985,,,,,8.303570796559551,64.06340199128653,,,,
,,,,10.168422646425409,63.71178404950393,,,,,8.491675294328122,63.89755921452952,,,,
,,,,10.432475743972033,64.4125136972824,,,,,8.664947853140971,63.72369924510809,,,,
,,,,10.614157316036664,64.06222166580066,,,,,8.847690811072374,63.721005245728264,,,,
,,,,10.85777967106435,64.32168918182715,,,,,8.99720427795212,63.745155821042324,,,,
,,,,11.073703721357255,64.65672474106347,,,,,9.171594234235009,64.092882916318,,,,
,,,,11.364565854398935,63.637780702903626,,,,,9.467840624370533,64.22944011215438,,,,
,,,,11.568865297367896,63.93916576079559,,,,,9.636741289655188,64.21285772960812,,,,
,,,,11.732783186299619,63.91420136654255,,,,,9.819450572594342,64.4638282627422,,,,
,,,,11.948774586577017,63.74190786075107,,,,,9.988351237878996,64.44724588019594,,,,
,,,,12.275324728069757,65.03359892703189,,,,,10.23070641542062,63.82360543285285,,,,
,,,,12.414558526969627,65.02349351377381,,,,,10.413449373352025,63.82091143347303,,,,
,,,,,,,,,,10.582057814537283,63.91989141977812,,,,
,,,,,,,,,,10.752564028618997,64.32324027237917,,,,
,,,,,,,,,,10.93532195321362,64.20780648077096,,,,
,,,,,,,,,,11.118079877808247,64.09237268916274,,,,
,,,,,,,,,,11.335420148608462,64.18781578082749,,,,
,,,,,,,,,,11.56380955853176,64.48039023620225,,,,
,,,,,,,,,,11.746546903964456,64.51997365890807,,,,
,,,,,,,,,,11.937613197479775,64.39032493875405,,,,
,,,,,,,,,,12.131435227860704,64.35928271862743,,,,
,,,,,,,,,,12.314163219128886,64.469328511476,,,,
,,,,,,,,,,12.527352111718109,64.55074035637084,,,,
